society,property_type,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,puja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
vipul lavanya,flat,sector 81,0.65,5265.0,2,2,2,14.0,Moderately Old,1022.29716858,0,0,0,0,0,0,96,"28.3867° N, 76.9485° E",28.3867,76.9485
earth copia,flat,sector 112,0.7,4673.0,2,2,2,4.0,Relatively New,1498.0,0,0,0,0,0,0,65,"28.5189° N, 77.0183° E",28.5189,77.0183
emaar gurgaon greens,flat,sector 102,1.3,7878.0,3,3,3,4.0,Relatively New,1336.1578287487,0,1,0,0,0,1,125,"28.4750° N, 76.9715° E",28.475,76.9715
valley view estate,flat,gwal pahari,1.5,8278.0,4,4,3+,9.0,Old Property,2000.78690287,1,1,0,0,1,0,135,"28.4484° N, 77.0210° E",28.4484,77.021
gls avenue 51,flat,sector 92,0.42,6562.0,3,3,1,2.0,Relatively New,826.8612717100001,0,0,0,0,0,0,20,"28.4079° N, 76.9153° E",28.4079,76.9153
dlf city plots,house,sector 26,18.0,39841.0,6,6,2,3.0,Old Property,4518.0,0,1,0,0,1,1,49,"28.4757° N, 77.1032° E",28.4757,77.1032
dlf city plots,house,sector 26,17.0,37627.0,5,6,3,2.0,Old Property,4518.0,0,1,1,0,0,1,87,"28.4757° N, 77.1032° E",28.4757,77.1032
shree vardhman flora,flat,sector 90,0.65,4814.0,2,2,3,3.0,Relatively New,1193.49084337,1,0,0,0,0,0,106,"28.4085° N, 76.9369° E",28.4085,76.9369
independent,house,sector 43,5.3,27390.0,9,9,3+,3.0,Moderately Old,1935.0,0,1,0,0,0,1,71,"28.4629° N, 77.0772° E",28.4629,77.0772
bestech park view residency,flat,sector 2,1.51,7869.0,3,4,3+,7.0,Moderately Old,1704.12525217,0,1,0,0,0,1,84,"28.5095° N, 77.0320° E",28.5095,77.032
ambience creacions,flat,sector 22,3.99,12912.0,3,5,3+,3.0,New Property,2752.26956497,0,1,0,0,0,2,102,"28.5072° N, 77.0640° E",28.5072,77.064
emaar mgf emerald floors premier,flat,sector 65,2.36,14303.0,3,3,3,2.0,Relatively New,1525.1778849400002,1,1,0,0,0,1,136,"28.4030° N, 77.0690° E",28.403,77.069
ss the leaf,flat,sector 85,2.2,11178.0,4,5,3+,4.0,Relatively New,2390.0,0,1,0,0,0,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
smart world orchard,flat,sector 61,2.2,13496.0,3,3,2,3.0,Under Construction,1818.4878714100005,0,0,0,0,0,0,16,"28.4050° N, 77.0963° E",28.405,77.0963
paras dews,flat,sector 106,1.5,6369.0,4,6,3+,11.0,Relatively New,1535.0,0,1,0,0,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
unitech nirvana birch court,house,sector 50,11.95,36883.0,3,3,2,1.0,Moderately Old,3240.0,1,1,0,0,0,0,101,"28.4178° N, 77.0628° E",28.4178,77.0628
rof ananda,flat,sector 95,0.38,5899.0,3,2,1,2.0,Relatively New,830.9798034813213,0,0,0,0,0,1,66,"28.4172° N, 76.9081° E",28.4172,76.9081
sare crescent parc royal greens phase 1,flat,sector 92,0.5,5000.0,2,2,3,2.0,Relatively New,1000.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
lotus homz,flat,sector 111,0.36,8888.0,1,1,1,10.0,Relatively New,591.47515966,0,0,0,0,0,0,44,"28.5238° N, 77.0320° E",28.5238,77.032
m3m heights,flat,sector 65,1.99,15793.0,2,2,2,26.0,Under Construction,1112.8643577700002,0,0,0,0,0,0,48,"28.4030° N, 77.0690° E",28.403,77.069
bptp freedom park life,flat,sector 57,5.5,8982.0,5,6,3+,19.0,Moderately Old,5010.0,0,1,0,0,0,1,153,"28.4232° N, 77.0752° E",28.4232,77.0752
ambience creacions,flat,sector 22,2.79,15000.0,3,3,3,13.0,New Property,1860.0,0,0,0,0,0,2,158,"28.5072° N, 77.0640° E",28.5072,77.064
tulip violet,flat,sector 69,1.9,9452.0,4,4,2,0.0,Relatively New,1784.75173777,0,0,0,0,0,0,49,"28.3966° N, 77.0341° E",28.3966,77.0341
tulip purple,flat,sector 69,1.92,8000.0,4,5,3+,5.0,Relatively New,2134.13317537,0,1,0,0,0,1,158,"28.3966° N, 77.0341° E",28.3966,77.0341
independent,house,sector 23,4.0,16004.0,3,3,2,2.0,Moderately Old,2430.0,0,1,0,0,0,1,115,"28.5121° N, 77.0478° E",28.5121,77.0478
antriksh heights,flat,sector 84,0.94,7000.0,3,2,3+,10.0,New Property,1193.49084337,1,0,0,0,0,1,89,"28.3979° N, 76.9736° E",28.3979,76.9736
emaar gurgaon greens,flat,sector 102,1.45,8787.0,3,3,3,8.0,Relatively New,1300.0,0,1,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
the penthouses at the hibiscus,flat,sector 50,8.0,8888.0,4,3,3,7.0,Moderately Old,9200.59700251,0,1,0,0,0,0,35,"28.4178° N, 77.0628° E",28.4178,77.0628
ss aaron ville,house,sector 49,6.5,18808.0,5,5,2,2.0,Relatively New,3456.0,1,1,0,0,0,1,28,"28.4121° N, 77.0480° E",28.4121,77.048
m3m golfestate,flat,sector 65,5.4,18126.0,3,4,3,19.0,Moderately Old,2652.8302327300003,1,1,0,0,0,1,174,"28.4030° N, 77.0690° E",28.403,77.069
tulip violet,flat,sector 69,1.55,9822.0,3,3,2,5.0,Relatively New,1397.74460689,0,0,0,0,0,0,99,"28.3966° N, 77.0341° E",28.3966,77.0341
pivotal riddhi siddhi,flat,sector 99,0.4,4444.0,2,2,2,9.0,New Property,782.066303245,0,0,0,0,0,0,60,"28.4640° N, 76.9614° E",28.464,76.9614
spire woods now ananda by alpha corp,flat,sector 103,1.25,6902.0,3,4,3,11.0,Under Construction,1999.78525984,1,1,0,0,0,0,105,"28.4949° N, 76.9845° E",28.4949,76.9845
essel tower,flat,sector 28,2.2,12500.0,3,4,3+,3.0,Moderately Old,1948.70146531,0,1,0,0,0,2,0,"28.4728° N, 77.0865° E",28.4728,77.0865
experion the heartsong,flat,sector 108,1.2,6825.0,3,3,3+,10.0,Relatively New,1275.53,1,0,0,0,0,0,93,"28.5134° N, 76.9830° E",28.5134,76.983
ansal heights 86,flat,sector 86,1.05,5541.0,3,3,3,9.0,Under Construction,1681.72900617,0,1,0,0,0,0,0,"28.3986° N, 76.9384° E",28.3986,76.9384
shapoorji pallonji joyville gurugram,flat,sector 102,0.97,16454.0,2,2,2,10.0,Relatively New,790.03222261735,0,0,0,0,0,0,151,"28.4750° N, 76.9715° E",28.475,76.9715
nbcc heights,flat,sector 89,0.75,6578.0,2,2,2,6.0,Moderately Old,1005.36237697,0,0,0,0,0,0,0,"28.4253° N, 76.9439° E",28.4253,76.9439
godrej air,flat,sector 85,1.83,10005.0,3,3,3+,18.0,Under Construction,2017.81483438,0,0,0,0,0,0,110,"28.4042° N, 76.9513° E",28.4042,76.9513
independent,house,sector 55,3.55,24500.0,4,4,3+,2.0,Old Property,1449.0,0,0,0,0,0,1,27,"28.4281° N, 77.1100° E",28.4281,77.11
ansal maple heights,flat,sector 43,1.5,12658.0,3,3,3+,7.0,Old Property,1385.0,0,0,1,0,0,1,174,"28.4629° N, 77.0772° E",28.4629,77.0772
m3m merlin,flat,sector 67,3.4,14418.0,3,4,3,16.0,Relatively New,2358.0,0,1,0,0,0,1,174,"28.3859° N, 77.0608° E",28.3859,77.0608
godrej oasis,flat,sector 88a,2.65,16747.0,3,3,3+,10.0,New Property,1582.0,0,0,0,0,0,0,110,"28.4347° N, 76.9557° E",28.4347,76.9557
shapoorji pallonji joyville,flat,sector 102,1.1,12022.0,2,2,1,7.0,Relatively New,915.0,0,0,0,0,0,0,0,"28.4750° N, 76.9715° E",28.475,76.9715
tulip violet,flat,sector 69,1.95,9701.0,4,4,2,0.0,Relatively New,1784.75173777,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
the rama apartment cghs,flat,sector 43,2.5,10204.0,4,4,3+,4.0,Moderately Old,2639.83515601,0,1,0,0,0,0,26,"28.4629° N, 77.0772° E",28.4629,77.0772
sukhshanti apartment,flat,sector 56,1.7,7727.0,3,3,3,4.0,Moderately Old,2200.0,1,0,0,0,0,0,49,"28.4245° N, 77.0991° E",28.4245,77.0991
orris aster court premier,flat,sector 85,1.45,6839.0,3,4,2,3.0,New Property,1616.0,0,1,0,0,0,0,16,"28.4042° N, 76.9513° E",28.4042,76.9513
puri emerald bay,flat,sector 104,2.25,10465.0,3,4,3+,4.0,Relatively New,2259.1339571900003,0,1,0,0,0,1,159,"28.4788° N, 76.9960° E",28.4788,76.996
bestech park view grand spa,flat,sector 81,4.7,6786.0,4,4,3+,19.0,Relatively New,6188.7495512099995,0,1,0,0,0,1,140,"28.3867° N, 76.9485° E",28.3867,76.9485
vipul lavanya,flat,sector 81,1.0,8000.0,2,2,2,7.0,Relatively New,1103.90585937,0,0,0,0,0,0,31,"28.3867° N, 76.9485° E",28.3867,76.9485
sare crescent parc,flat,sector 92,0.87,4971.0,4,4,2,2.0,Moderately Old,1551.83077937,0,0,1,0,0,2,115,"28.4079° N, 76.9153° E",28.4079,76.9153
supertech hues,flat,sector 68,1.0,8474.0,2,2,2,12.0,New Property,1367.7485079100002,0,0,0,0,0,0,54,"28.3853° N, 77.0484° E",28.3853,77.0484
independent,house,sector 105,0.6,13333.0,3,3,0,3.0,Moderately Old,450.0,0,0,0,0,0,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
independent,house,sector 43,5.75,23662.0,4,4,2,4.0,Under Construction,2430.0,0,1,1,0,0,2,153,"28.4629° N, 77.0772° E",28.4629,77.0772
bestech park view grand spa,flat,sector 81,2.25,8458.0,3,4,3+,8.0,Relatively New,2300.0,1,1,1,0,0,1,122,"28.3867° N, 76.9485° E",28.3867,76.9485
independent,house,sector 7,3.1,13778.0,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,0,22,"28.4644° N, 77.0143° E",28.4644,77.0143
bhawna cghs,flat,sector 43,3.25,10156.0,4,4,3+,12.0,Moderately Old,3020.7759349400003,0,0,0,0,0,1,119,"28.4629° N, 77.0772° E",28.4629,77.0772
spaze privy,flat,sector 72,1.9,9620.0,3,3,3,10.0,Relatively New,1975.0,0,0,0,0,0,0,0,"28.4225° N, 77.0211° E",28.4225,77.0211
ansal housing highland park,flat,sector 103,2.0,7490.0,4,5,3+,14.0,New Property,2376.01263217,0,1,0,0,0,0,45,"28.4949° N, 76.9845° E",28.4949,76.9845
independent,house,sector 4,2.3,17014.0,4,4,3,2.0,Old Property,160.0,0,0,0,0,0,1,15,"28.4738° N, 77.0107° E",28.4738,77.0107
uppal southend,house,sector 49,6.75,32328.0,4,4,3,3.0,Relatively New,2088.0,0,1,0,0,0,1,26,"28.4121° N, 77.0480° E",28.4121,77.048
independent,house,sector 10a,1.7,18888.0,2,1,2,2.0,Old Property,900.0,0,0,0,0,1,0,8,"28.4469° N, 77.0106° E",28.4469,77.0106
tulip violet,flat,sector 69,1.75,8882.0,4,4,1,12.0,Relatively New,1748.91774417,0,0,0,0,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
ireo skyon,flat,sector 60,2.15,23344.0,2,3,2,5.0,Relatively New,1250.0,0,1,0,0,0,1,49,"28.4003° N, 77.0975° E",28.4003,77.0975
bestech park view residency,flat,sector 2,1.18,7539.0,2,2,3,5.0,Old Property,1386.09855897,1,0,0,0,0,0,76,"28.5095° N, 77.0320° E",28.5095,77.032
m3m sierra 68,flat,sector 68,1.13,9076.0,2,2,3,9.0,Relatively New,1130.0,0,0,0,0,0,1,149,"28.3853° N, 77.0484° E",28.3853,77.0484
dlf regal gardens,flat,sector 90,1.76,7945.0,4,4,3+,8.0,Relatively New,2020.0,0,0,0,0,0,1,135,"28.4085° N, 76.9369° E",28.4085,76.9369
dlf city plots,house,sector 26,13.5,29880.0,5,5,2,2.0,Moderately Old,4518.0,1,1,0,0,1,1,104,"28.4757° N, 77.1032° E",28.4757,77.1032
pyramid urban,flat,sector 67a,0.7,11844.0,2,2,1,14.0,New Property,777.78076324,0,0,0,0,0,0,44,"28.3960° N, 77.0372° E",28.396,77.0372
smart world gems,flat,sector 89,1.2,8432.0,3,3,2,2.0,New Property,1611.1477642000002,0,0,0,0,0,0,44,"28.4253° N, 76.9439° E",28.4253,76.9439
tulip ivory,flat,sector 70,5.0,10416.0,6,7,3+,0.0,Relatively New,4993.696276510001,1,1,0,0,0,0,119,"28.3968° N, 77.0233° E",28.3968,77.0233
signature global city 81,flat,sector 81,0.96,9767.0,2,2,2,1.0,Under Construction,1262.57598976,0,0,0,0,0,0,49,"28.3867° N, 76.9485° E",28.3867,76.9485
sahara grace,flat,sector 28,4.3,12420.0,3,4,3,5.0,Old Property,3085.5346639484005,0,1,1,0,0,0,24,"28.4728° N, 77.0865° E",28.4728,77.0865
sobha smriti apartments,flat,sector 56,0.5,8333.0,1,1,2,3.0,Old Property,786.7955505100001,0,0,0,0,0,0,0,"28.4245° N, 77.0991° E",28.4245,77.0991
sushant lok 1 builder floors,house,sector 43,6.25,30728.0,7,7,3+,3.0,Moderately Old,2034.0,1,1,1,0,0,0,46,"28.4629° N, 77.0772° E",28.4629,77.0772
independent,house,sector 1,1.85,16003.0,4,3,2,3.0,Moderately Old,1343.70907519,0,0,0,0,0,0,0,"28.3663° N, 76.9456° E",28.3663,76.9456
paras dews,flat,sector 106,1.15,6534.0,3,4,3+,12.0,Relatively New,1186.0,1,1,0,0,0,1,174,"28.5007° N, 77.0003° E",28.5007,77.0003
sector 14 rwa,house,sector 14,6.5,26000.0,5,5,0,4.0,Moderately Old,2500.0,0,0,0,0,0,0,0,"28.4711° N, 77.0454° E",28.4711,77.0454
ansal sushant lok,house,sector 43,10.5,27911.0,4,4,2,2.0,Old Property,3762.0,0,1,0,0,0,0,59,"28.4629° N, 77.0772° E",28.4629,77.0772
m3m heights,flat,sector 65,2.0,13957.0,2,2,2,32.0,Relatively New,1433.0,0,0,0,0,0,0,48,"28.4030° N, 77.0690° E",28.403,77.069
raheja revanta,flat,sector 78,1.2,10018.0,1,2,2,32.0,Under Construction,874.3909801910002,0,0,0,0,0,0,39,"28.3733° N, 76.9729° E",28.3733,76.9729
emaar mgf the palm drive,flat,sector 66,4.6,18400.0,3,3,3,11.0,Relatively New,2815.15766944,1,1,1,0,0,0,131,"28.3925° N, 77.0541° E",28.3925,77.0541
parsvnath green ville,flat,sector 48,1.42,8606.0,3,3,3,1.0,Moderately Old,1462.24579537,0,0,1,0,0,2,174,"28.4177° N, 77.0359° E",28.4177,77.0359
assotech blith,flat,sector 99,0.82,6007.0,2,2,3,0.0,New Property,1365.0,0,0,0,0,0,0,51,"28.4640° N, 76.9614° E",28.464,76.9614
suncity vatsal valley,flat,gwal pahari,1.53,10699.0,3,3,3,2.0,New Property,1618.1592654100002,0,0,0,0,0,1,117,"28.4484° N, 77.0210° E",28.4484,77.021
international city by sobha phase 1,house,sector 109,5.5,21605.0,4,4,3+,2.0,New Property,2430.0,0,1,0,0,0,0,61,"28.5073° N, 77.0089° E",28.5073,77.0089
paras dews,flat,sector 106,1.0,7220.0,2,2,3+,2.0,New Property,940.0,0,0,0,0,0,1,21,"28.5007° N, 77.0003° E",28.5007,77.0003
emaar imperial gardens,flat,sector 102,1.91,9550.0,3,4,2,17.0,Relatively New,1595.89544601755,1,1,0,0,0,1,152,"28.4750° N, 76.9715° E",28.475,76.9715
emaar gurgaon greens,flat,sector 102,1.42,8606.0,3,3,3,4.0,Relatively New,1335.86735227,0,0,0,0,1,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
vatika gurgaon,flat,sector 83,1.25,6313.0,3,3,2,12.0,Moderately Old,1700.0,0,1,0,0,0,0,95,"28.3986° N, 76.9647° E",28.3986,76.9647
godrej icon,flat,sector 88a,1.62,10018.0,3,2,3+,10.0,Relatively New,1432.68275065,1,0,0,0,0,2,49,"28.4347° N, 76.9557° E",28.4347,76.9557
imperia the esfera,flat,sector 37c,0.7,4879.0,2,3,3+,12.0,Under Construction,1269.63807977,1,0,0,0,1,0,58,"28.4515° N, 76.9882° E",28.4515,76.9882
4s aradhya homes,house,sector 67a,1.83,6778.0,4,4,2,4.0,New Property,2700.0,0,0,0,0,0,1,145,"28.3960° N, 77.0372° E",28.396,77.0372
independent,house,sector 2,19.5,27083.0,8,9,3+,2.0,New Property,7200.0,1,1,0,0,0,0,122,"28.5095° N, 77.0320° E",28.5095,77.032
ramprastha the edge towers,flat,sector 37d,1.1,5528.0,3,3,3,9.0,Relatively New,1990.0,0,0,0,0,0,0,63,"28.4478° N, 76.9703° E",28.4478,76.9703
independent,house,sector 17,9.5,23457.0,8,8,3,3.0,Relatively New,4050.0,1,0,0,0,0,1,27,"28.4791° N, 77.0608° E",28.4791,77.0608
independent,house,sector 45,16.0,35003.0,6,7,3+,3.0,Relatively New,4500.0,1,1,1,0,0,1,105,"28.4466° N, 77.0660° E",28.4466,77.066
ss,flat,sector 85,2.17,7716.0,4,4,3,7.0,Relatively New,2600.0,1,1,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
paras dews,flat,sector 106,1.15,6052.0,3,4,3,5.0,Relatively New,1305.0,1,1,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
vatika gurgaon,flat,sector 83,0.87,6987.0,2,2,2,3.0,Moderately Old,1099.42661017,0,0,0,0,0,0,35,"28.3986° N, 76.9647° E",28.3986,76.9647
shree balaji appartment,flat,sector 33,0.4,5000.0,2,2,2,1.0,Relatively New,700.77343137,0,0,0,0,0,2,0,"28.4420° N, 77.0207° E",28.442,77.0207
ireo victory valley,flat,sector 67,3.49,13000.0,3,3,3,19.0,Relatively New,2641.8384420700004,0,1,0,0,0,0,103,"28.3859° N, 77.0608° E",28.3859,77.0608
la vida by tata housing,flat,sector 113,1.93,12222.0,3,3,2,8.0,Under Construction,1398.64045673,0,0,0,0,0,0,71,"28.5287° N, 77.0233° E",28.5287,77.0233
signature global the millennia,flat,sector 37d,0.65,10906.0,2,2,3,0.0,New Property,674.5924668800001,0,0,0,0,0,0,40,"28.4478° N, 76.9703° E",28.4478,76.9703
aipl joy square,flat,sector 63a,0.7,10101.0,1,1,0,7.0,Under Construction,693.0,0,0,0,0,0,0,0,"28.3923° N, 77.0888° E",28.3923,77.0888
pareena coban residences,flat,sector 99a,1.6,8000.0,3,3,3,6.0,Under Construction,1775.79323937,0,0,0,0,0,0,0,"28.4561° N, 76.9542° E",28.4561,76.9542
m3m sierra 68,flat,sector 68,1.08,8674.0,2,2,3,1.0,Relatively New,1130.0,0,0,0,0,0,1,149,"28.3853° N, 77.0484° E",28.3853,77.0484
hsiidc sidco aravali,flat,manesar,0.9,3477.0,3,3,3+,8.0,Moderately Old,1900.0,0,1,0,0,0,0,23,"28.3515° N, 76.9428° E",28.3515,76.9428
shapoorji pallonji joyville gurugram,flat,sector 102,1.9,10259.0,3,3,3+,15.0,New Property,1700.0,0,0,0,0,0,0,174,"28.4750° N, 76.9715° E",28.475,76.9715
tata primanti,flat,sector 72,3.5,11428.0,4,5,3+,16.0,Relatively New,2625.0,0,1,0,0,1,0,31,"28.4225° N, 77.0211° E",28.4225,77.0211
ansals palam vihar,house,sector 2,5.0,12500.0,6,4,0,3.0,Moderately Old,4000.0,0,0,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
vatika lifestyle homes,flat,sector 83,1.05,7500.0,3,2,2,1.0,Moderately Old,1600.0,0,0,0,0,0,1,106,"28.3986° N, 76.9647° E",28.3986,76.9647
smart world gems,flat,sector 89,1.71,12000.0,3,2,0,3.0,New Property,1423.0,0,0,0,0,0,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
guru gram haryana cghs,flat,sector 56,1.39,8424.0,3,2,3,6.0,Old Property,1750.0,0,1,0,0,0,1,89,"28.4245° N, 77.0991° E",28.4245,77.0991
alpha corp gurgaonone,flat,sector 84,0.85,6692.0,2,2,3,6.0,Relatively New,1179.6788850900002,0,0,0,0,0,1,28,"28.3979° N, 76.9736° E",28.3979,76.9736
vatika the seven lamps,flat,sector 82,1.0,6969.0,2,2,2,14.0,Relatively New,1269.63807977,1,0,0,0,1,0,69,"28.3935° N, 76.9600° E",28.3935,76.96
experion the heartsong,flat,sector 108,0.97,9238.0,2,2,3,10.0,Relatively New,1237.5349140100002,0,1,0,0,0,0,165,"28.5134° N, 76.9830° E",28.5134,76.983
dlf the ultima,flat,sector 81,2.3,14375.0,3,4,3+,18.0,Relatively New,1841.24199938,0,1,0,0,0,2,174,"28.3867° N, 76.9485° E",28.3867,76.9485
independent,house,sector 14,3.5,18088.0,6,4,2,2.0,Old Property,1935.0,0,0,0,0,1,1,27,"28.4711° N, 77.0454° E",28.4711,77.0454
shree vardhman victoria,flat,sector 70,1.55,7948.0,3,5,3,8.0,Relatively New,1539.8590188550002,0,1,0,0,0,0,174,"28.3968° N, 77.0233° E",28.3968,77.0233
unitech aspen greens,house,sector 50,7.0,32407.0,4,4,2,2.0,Old Property,2160.0,0,1,0,0,0,0,29,"28.4178° N, 77.0628° E",28.4178,77.0628
tulip violet,flat,sector 69,2.0,9950.0,4,4,2,0.0,Relatively New,1784.75173777,0,0,0,0,0,0,95,"28.3966° N, 77.0341° E",28.3966,77.0341
krrish florence estate,flat,sector 70,1.65,7764.0,3,4,3+,27.0,New Property,1887.77446937,1,1,0,0,0,0,81,"28.3968° N, 77.0233° E",28.3968,77.0233
supertech araville,flat,sector 79,0.78,6023.0,2,2,3+,17.0,Relatively New,1144.21910217,0,0,0,0,0,0,24,"28.3624° N, 76.9787° E",28.3624,76.9787
shapoorji pallonji joyville gurugram,flat,sector 102,1.05,11475.0,2,2,2,0.0,Under Construction,1102.31310496,0,0,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
unitech espace,house,sector 50,7.5,34722.0,3,3,2,2.0,Moderately Old,2160.0,0,1,0,0,0,1,66,"28.4178° N, 77.0628° E",28.4178,77.0628
vatika the seven lamps,flat,sector 82,1.39,6412.0,3,3,3+,11.0,Relatively New,1919.12921377,1,1,0,0,0,1,117,"28.3935° N, 76.9600° E",28.3935,76.96
palam vihar extension west zone rwa,house,sector 2,0.65,5777.0,2,2,1,1.0,Moderately Old,1125.0,0,0,1,0,0,0,23,"28.5095° N, 77.0320° E",28.5095,77.032
vatika sovereign park,flat,sector 99,3.25,9672.0,4,4,3+,2.0,New Property,2994.14902177,0,1,0,0,0,0,123,"28.4640° N, 76.9614° E",28.464,76.9614
emaar gurgaon greens,flat,sector 102,1.42,8606.0,3,3,3,7.0,Relatively New,1336.1578287487,0,1,0,0,0,0,128,"28.4750° N, 76.9715° E",28.475,76.9715
m3m woodshire,flat,sector 107,0.8,5856.0,2,2,3+,6.0,Relatively New,1225.183784985,0,0,0,0,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
independent,house,sector 50,10.56,32593.0,5,5,3,3.0,Moderately Old,3240.0,0,1,0,0,0,0,20,"28.4178° N, 77.0628° E",28.4178,77.0628
independent,house,sector 23,5.0,16244.0,4,4,2,2.0,Old Property,3078.0,0,0,0,0,0,0,7,"28.5121° N, 77.0478° E",28.5121,77.0478
ats tourmaline,flat,sector 109,1.45,6744.0,3,4,3+,4.0,Relatively New,1797.0,0,1,0,0,0,0,71,"28.5073° N, 77.0089° E",28.5073,77.0089
dlf regal gardens,flat,sector 90,1.25,6459.0,3,3,3,10.0,Relatively New,1650.0,0,0,0,0,1,1,38,"28.4085° N, 76.9369° E",28.4085,76.9369
eldeco mansionz,house,sector 48,6.0,22222.0,4,4,3+,2.0,Moderately Old,2700.0,0,1,0,0,0,0,69,"28.4177° N, 77.0359° E",28.4177,77.0359
proxima tower,flat,sector 37c,0.6,4602.0,2,2,3,5.0,Under Construction,1152.28175073,1,0,0,0,0,0,55,"28.4515° N, 76.9882° E",28.4515,76.9882
dlf the ultima,flat,sector 81,2.25,10755.0,3,4,3+,11.0,Relatively New,2090.0,0,1,0,0,0,2,174,"28.3867° N, 76.9485° E",28.3867,76.9485
dlf express greens,flat,manesar,1.2,6505.0,3,4,2,5.0,Relatively New,1636.93651417,0,1,0,0,1,0,43,"28.3515° N, 76.9428° E",28.3515,76.9428
smart world one dxp,flat,sector 113,3.45,13269.0,4,4,3,11.0,Under Construction,2313.3031433700003,1,1,0,0,0,0,156,"28.5287° N, 77.0233° E",28.5287,77.0233
godrej summit,flat,sector 104,0.85,5878.0,2,2,3+,10.0,Relatively New,1269.0,1,0,0,0,0,0,79,"28.4788° N, 76.9960° E",28.4788,76.996
ansal housing highland park,flat,sector 103,0.8,5878.0,2,2,3,3.0,New Property,1089.0,0,0,0,0,0,0,174,"28.4949° N, 76.9845° E",28.4949,76.9845
independent,house,sector 11,0.9,10000.0,7,4,3+,4.0,Moderately Old,900.0,0,0,0,0,0,0,7,"28.4531° N, 77.0202° E",28.4531,77.0202
ss the leaf,flat,sector 85,2.13,7574.0,4,4,3,2.0,Relatively New,2600.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
emaar mgf the palm drive,flat,sector 66,2.99,14950.0,3,3,3,7.0,Relatively New,2000.0,0,1,0,0,0,1,49,"28.3925° N, 77.0541° E",28.3925,77.0541
spaze privy at,flat,sector 84,1.35,9642.0,3,3,3,7.0,Relatively New,1750.0,0,0,0,0,0,0,90,"28.3979° N, 76.9736° E",28.3979,76.9736
valley view estate,flat,gwal pahari,1.5,7489.0,4,4,3+,10.0,Moderately Old,1850.0,0,0,0,0,0,0,58,"28.4484° N, 77.0210° E",28.4484,77.021
emaar gurgaon greens,flat,sector 102,1.6,9696.0,3,3,3,8.0,Relatively New,1336.1578287487,0,0,0,0,0,0,46,"28.4750° N, 76.9715° E",28.475,76.9715
international city by sobha phase 2,house,sector 109,7.0,12963.0,5,6,2,2.0,Relatively New,5400.0,0,1,0,0,0,0,154,"28.5073° N, 77.0089° E",28.5073,77.0089
parkwood westend,flat,sector 92,0.7,5204.0,2,2,3,5.0,Under Construction,1189.01159417,1,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
vatika the seven lamps,flat,sector 82,0.81,6192.0,2,2,2,15.0,Relatively New,1148.6983513700002,0,0,0,0,0,1,117,"28.3935° N, 76.9600° E",28.3935,76.96
independent,house,sector 24,1.45,2984.0,3,3,1,2.0,Old Property,540.0,0,0,0,0,0,0,9,"28.4939° N, 77.1038° E",28.4939,77.1038
vatika city,flat,sector 49,1.98,9074.0,3,4,3,9.0,Moderately Old,1750.75,0,1,0,0,0,1,101,"28.4121° N, 77.0480° E",28.4121,77.048
pareena coban residences,flat,sector 99a,1.02,8793.0,2,2,3,3.0,Relatively New,1430.0,1,0,0,0,0,0,174,"28.4561° N, 76.9542° E",28.4561,76.9542
vatika the seven lamps,flat,sector 82,0.94,6567.0,2,2,2,12.0,Relatively New,1269.63807977,1,0,0,0,0,1,103,"28.3935° N, 76.9600° E",28.3935,76.96
bestech park view ananda,flat,sector 81,1.15,6927.0,3,2,3+,6.0,Relatively New,1470.5601953700002,1,0,0,0,0,1,104,"28.3867° N, 76.9485° E",28.3867,76.9485
sare green parc phase 3,flat,sector 92,0.95,4856.0,4,3,3,4.0,Moderately Old,1736.37584641,0,0,0,0,0,0,67,"28.4079° N, 76.9153° E",28.4079,76.9153
sidhartha ncr one phase,flat,sector 95,0.46,4646.0,2,2,0,6.0,New Property,990.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
vatika the seven lamps,flat,sector 82,0.94,6533.0,2,2,3+,9.0,Relatively New,1269.63807977,1,0,0,0,0,1,117,"28.3935° N, 76.9600° E",28.3935,76.96
